Date,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SBIN.NS,TCS.NS
2021-03-18,517.4842529296875,1491.0,2215.199951171875,578.5999755859375,1337.0999755859375,217.64999389648438,1428.0999755859375,1854.398681640625,367.1000061035156,3036.5
2021-03-19,520.1835327148438,1497.5,2312.050048828125,586.6500244140625,1344.449951171875,222.9499969482422,1411.25,1921.685302734375,371.1499938964844,3050.199951171875
2021-03-22,518.2694702148438,1469.1500244140625,2353.199951171875,573.4500122070312,1370.800048828125,226.0,1400.050048828125,1903.594482421875,367.0,3129.64990234375
2021-03-23,519.4964599609375,1500.1500244140625,2337.300048828125,586.4000244140625,1371.550048828125,222.1999969482422,1404.3499755859375,1926.7618408203125,372.70001220703125,3142.60009765625
2021-03-24,513.9996337890625,1478.800048828125,2318.60009765625,567.5,1353.75,215.9499969482422,1369.1500244140625,1889.6572265625,359.8500061035156,3121.10009765625
2021-03-25,498.3926696777344,1463.3499755859375,2237.050048828125,571.5499877929688,1333.800048828125,211.60000610351562,1371.0999755859375,1838.107666015625,355.20001220703125,3064.85009765625
2021-03-26,512.870849609375,1491.300048828125,2317.89990234375,578.5499877929688,1336.199951171875,210.89999389648438,1398.300048828125,1841.061279296875,357.20001220703125,3066.800048828125
2021-03-30,511.8892822265625,1553.699951171875,2398.75,591.4500122070312,1385.300048828125,214.5500030517578,1423.550048828125,1873.043212890625,360.79998779296875,3158.550048828125
2021-03-31,507.7666931152344,1493.6500244140625,2431.5,582.0999755859375,1368.050048828125,218.5,1418.9000244140625,1848.860595703125,364.29998779296875,3177.85009765625
2021-04-01,511.2021789550781,1486.75,2399.10009765625,594.4000244140625,1385.199951171875,220.0500030517578,1444.5999755859375,1866.1668701171875,370.6499938964844,3165.0
2021-04-05,518.514892578125,1449.5999755859375,2373.199951171875,571.25,1409.9000244140625,212.5500030517578,1403.800048828125,1839.169189453125,353.54998779296875,3238.89990234375
2021-04-06,522.39208984375,1440.25,2408.300048828125,565.9000244140625,1411.050048828125,212.64999389648438,1401.0,1831.50830078125,350.54998779296875,3264.699951171875
2021-04-07,531.6188354492188,1447.199951171875,2405.25,577.6500244140625,1430.199951171875,213.8000030517578,1404.1500244140625,1848.6298828125,358.54998779296875,3271.39990234375
2021-04-08,532.9930419921875,1432.800048828125,2409.89990234375,576.7000122070312,1439.8499755859375,213.25,1419.1500244140625,1850.9373779296875,355.6000061035156,3317.35009765625
2021-04-09,535.2015991210938,1421.75,2476.0,566.2000122070312,1441.050048828125,213.10000610351562,1404.0999755859375,1829.4315185546875,353.0,3322.25
2021-04-12,512.82177734375,1367.050048828125,2462.0,538.5499877929688,1425.75,205.3000030517578,1345.1500244140625,1763.9908447265625,328.8500061035156,3246.550048828125
2021-04-13,526.269287109375,1400.3499755859375,2454.39990234375,560.5999755859375,1397.1500244140625,208.6999969482422,1373.699951171875,1783.05078125,341.0,3104.050048828125
2021-04-15,529.4103393554688,1430.0999755859375,2460.64990234375,575.2000122070312,1360.75,206.6999969482422,1374.6500244140625,1794.5882568359375,342.70001220703125,3218.949951171875
2021-04-16,530.7845458984375,1428.6500244140625,2458.89990234375,566.9500122070312,1353.75,207.9499969482422,1359.1500244140625,1783.32763671875,339.8999938964844,3195.14990234375
2021-04-19,516.748046875,1412.4000244140625,2436.64990234375,559.75,1362.550048828125,205.60000610351562,1310.449951171875,1755.2684326171875,331.1499938964844,3161.800048828125
2021-04-20,520.428955078125,1391.4000244140625,2397.449951171875,559.0999755859375,1351.3499755859375,203.5500030517578,1331.5,1754.7608642578125,329.5,3144.550048828125
2021-04-22,521.0669555664062,1422.5,2349.39990234375,579.2000122070312,1351.0999755859375,205.89999389648438,1336.800048828125,1759.6065673828125,336.6499938964844,3118.800048828125
2021-04-23,512.968994140625,1414.1500244140625,2307.75,569.9500122070312,1333.800048828125,205.35000610351562,1322.9000244140625,1757.7144775390625,336.45001220703125,3109.5
2021-04-26,517.8277587890625,1404.800048828125,2360.64990234375,591.0999755859375,1343.550048828125,205.3000030517578,1335.9000244140625,1788.6348876953125,344.29998779296875,3100.800048828125
2021-04-27,524.453369140625,1438.699951171875,2379.85009765625,598.75,1348.5,205.39999389648438,1380.6500244140625,1835.5233154296875,353.04998779296875,3132.0
2021-04-28,534.2691040039062,1476.800048828125,2406.550048828125,621.3499755859375,1356.0,205.5,1375.9000244140625,1843.5072021484375,363.3999938964844,3124.10009765625
2021-04-29,530.8826904296875,1472.5,2407.60009765625,621.4500122070312,1356.3499755859375,204.3000030517578,1358.6500244140625,1868.197509765625,359.3999938964844,3115.25
2021-04-30,526.8582153320312,1412.300048828125,2353.75,600.5,1354.3499755859375,202.60000610351562,1340.449951171875,1840.9228515625,353.5,3035.64990234375
2021-05-03,548.5509643554688,1414.449951171875,2408.0,596.75,1352.050048828125,200.9499969482422,1342.5,1808.2025146484375,350.6000061035156,3037.0
2021-05-04,542.2689208984375,1388.3499755859375,2407.64990234375,591.5499877929688,1329.4000244140625,199.60000610351562,1337.5999755859375,1769.0211181640625,351.5,3049.75
2021-05-05,549.6306762695312,1402.5999755859375,2394.64990234375,602.7999877929688,1341.5,201.39999389648438,1338.6500244140625,1772.251708984375,355.3999938964844,3095.699951171875
2021-05-06,548.4528198242188,1400.9000244140625,2390.0,608.2000122070312,1361.5999755859375,202.75,1339.9000244140625,1782.3123779296875,355.54998779296875,3111.449951171875
2021-05-07,558.0231323242188,1414.75,2411.199951171875,607.0999755859375,1352.550048828125,205.35000610351562,1342.699951171875,1783.004638671875,358.25,3132.89990234375
2021-05-10,561.9984741210938,1419.8499755859375,2432.89990234375,613.25,1339.550048828125,205.5500030517578,1395.0,1777.8819580078125,361.70001220703125,3145.5
2021-05-11,557.9249877929688,1403.550048828125,2402.10009765625,609.8499755859375,1330.6500244140625,204.0,1383.5999755859375,1784.296875,364.6499938964844,3122.60009765625
2021-05-12,551.3975219726562,1399.5,2328.949951171875,594.75,1327.0,203.25,1385.300048828125,1765.8367919921875,367.70001220703125,3087.60009765625
2021-05-14,550.0723876953125,1386.8499755859375,2376.85009765625,597.2999877929688,1316.4000244140625,212.25,1415.5,1788.1273193359375,360.45001220703125,3051.5
2021-05-17,539.5205078125,1440.25,2376.25,623.5999755859375,1329.4000244140625,212.60000610351562,1386.75,1809.4024658203125,383.1000061035156,3069.75
2021-05-18,526.4656372070312,1476.699951171875,2374.25,633.2000122070312,1340.0,210.0500030517578,1417.300048828125,1834.877197265625,382.25,3088.800048828125
2021-05-19,518.4658203125,1458.199951171875,2359.75,625.4500122070312,1337.0,207.75,1403.449951171875,1843.2764892578125,384.3999938964844,3082.0
2021-05-20,511.054931640625,1432.800048828125,2344.14990234375,618.5999755859375,1339.300048828125,207.0,1409.75,1832.5235595703125,384.54998779296875,3060.0
2021-05-21,521.1651000976562,1497.300048828125,2362.25,642.4500122070312,1354.5,209.0500030517578,1418.050048828125,1848.35302734375,401.20001220703125,3080.5
2021-05-24,517.0916137695312,1509.949951171875,2336.550048828125,647.3499755859375,1348.050048828125,211.5,1443.25,1832.7542724609375,412.04998779296875,3081.5
2021-05-25,516.4044799804688,1478.949951171875,2344.050048828125,650.2999877929688,1361.5999755859375,210.89999389648438,1450.949951171875,1811.98681640625,412.3500061035156,3114.0
2021-05-26,516.0609741210938,1477.050048828125,2354.0,652.5,1397.25,210.60000610351562,1472.9000244140625,1818.35546875,413.54998779296875,3158.5
2021-05-27,510.2206115722656,1482.6500244140625,2326.39990234375,652.25,1402.25,211.14999389648438,1482.8499755859375,1823.939697265625,425.20001220703125,3180.0
2021-05-28,513.9505615234375,1503.449951171875,2321.699951171875,643.0499877929688,1405.050048828125,212.89999389648438,1478.0999755859375,1933.499755859375,422.04998779296875,3143.60009765625
2021-05-31,525.0423583984375,1515.8499755859375,2340.050048828125,662.75,1393.75,216.60000610351562,1467.699951171875,1993.9561767578125,424.3500061035156,3159.14990234375
2021-06-01,523.0791625976562,1511.699951171875,2358.300048828125,650.0999755859375,1387.199951171875,215.25,1474.6500244140625,2001.89404296875,432.54998779296875,3153.0
2021-06-02,519.7418212890625,1504.0,2358.800048828125,648.3499755859375,1378.6500244140625,209.0,1471.050048828125,2031.7530517578125,437.25,3129.449951171875
2021-06-03,522.244873046875,1520.550048828125,2363.25,650.25,1389.6500244140625,209.0500030517578,1510.8499755859375,2039.5062255859375,439.6499938964844,3141.25
2021-06-04,522.8828735351562,1500.949951171875,2342.050048828125,642.7000122070312,1385.6500244140625,208.75,1537.550048828125,2021.830810546875,433.6000061035156,3143.75
2021-06-07,526.5637817382812,1499.8499755859375,2339.300048828125,648.2000122070312,1389.6500244140625,211.4499969482422,1557.800048828125,2055.889404296875,432.25,3183.199951171875
2021-06-08,536.7230224609375,1483.050048828125,2359.0,642.4000244140625,1412.949951171875,213.64999389648438,1549.1500244140625,2044.0750732421875,427.20001220703125,3200.14990234375
2021-06-09,530.04833984375,1480.300048828125,2356.0,636.0999755859375,1415.300048828125,212.5,1519.300048828125,2007.5242919921875,421.45001220703125,3200.25
2021-06-10,535.1034545898438,1481.050048828125,2378.800048828125,640.4000244140625,1424.300048828125,209.3000030517578,1519.699951171875,2014.9083251953125,432.25,3216.800048828125
2021-06-11,530.8826904296875,1486.3499755859375,2366.5,635.7000122070312,1446.9000244140625,207.89999389648438,1503.449951171875,2042.7366943359375,429.6000061035156,3273.800048828125
2021-06-14,529.4103393554688,1479.449951171875,2364.60009765625,635.1500244140625,1461.800048828125,207.3000030517578,1515.75,2072.0419921875,430.3500061035156,3276.35009765625
2021-06-15,532.5022583007812,1490.25,2391.949951171875,645.2999877929688,1473.9000244140625,207.0500030517578,1510.800048828125,2076.749267578125,429.5,3262.75
2021-06-16,526.8582153320312,1484.5999755859375,2407.89990234375,640.0999755859375,1480.5999755859375,207.85000610351562,1490.9000244140625,2041.3060302734375,425.95001220703125,3274.35009765625
2021-06-17,518.9075317382812,1466.0999755859375,2417.699951171875,633.0,1495.300048828125,205.64999389648438,1487.550048828125,2045.044189453125,420.25,3317.75
2021-06-18,528.8213500976562,1479.800048828125,2482.89990234375,630.4000244140625,1503.300048828125,204.5500030517578,1476.0,2054.274169921875,412.8999938964844,3297.300048828125
2021-06-21,529.6557006835938,1488.699951171875,2514.35009765625,631.25,1500.300048828125,204.4499969482422,1467.050048828125,2064.98095703125,419.75,3273.10009765625
2021-06-22,526.5147094726562,1483.800048828125,2490.25,630.8499755859375,1511.8499755859375,205.10000610351562,1499.199951171875,2054.366455078125,418.6499938964844,3301.199951171875
2021-06-23,524.2080078125,1485.5,2480.5,624.7000122070312,1503.1500244140625,203.9499969482422,1479.25,2035.537353515625,418.8500061035156,3261.39990234375
2021-06-24,519.0056762695312,1506.25,2490.14990234375,634.0499877929688,1559.199951171875,203.25,1504.050048828125,1987.6798095703125,417.20001220703125,3373.60009765625
2021-06-25,525.2386474609375,1515.0999755859375,2448.64990234375,649.0,1574.199951171875,205.0500030517578,1523.8499755859375,1942.4066162109375,428.79998779296875,3380.800048828125
2021-06-28,521.4105224609375,1508.3499755859375,2460.199951171875,650.2999877929688,1571.800048828125,203.60000610351562,1514.449951171875,1925.3773193359375,426.75,3336.75
2021-06-29,515.2756958007812,1502.050048828125,2492.550048828125,640.0999755859375,1563.050048828125,203.3000030517578,1510.9000244140625,1927.0386962890625,421.5,3340.85009765625
2021-06-30,515.9627685546875,1497.9000244140625,2471.300048828125,630.9000244140625,1580.800048828125,202.6999969482422,1500.550048828125,1948.1292724609375,419.20001220703125,3345.75
2021-07-01,513.01806640625,1486.75,2478.0,630.8499755859375,1560.4000244140625,203.0,1492.300048828125,1936.4072265625,420.3999938964844,3341.5
2021-07-02,515.3247680664062,1480.4000244140625,2487.300048828125,640.25,1567.800048828125,202.39999389648438,1485.6500244140625,1965.1124267578125,424.3999938964844,3325.449951171875
2021-07-05,514.2941284179688,1495.449951171875,2499.050048828125,647.8499755859375,1578.949951171875,203.64999389648438,1507.949951171875,1984.6339111328125,432.6499938964844,3321.0
2021-07-06,516.4044799804688,1534.699951171875,2472.5,650.2999877929688,1562.199951171875,202.5,1505.5,1961.189697265625,429.75,3262.300048828125
2021-07-07,519.8400268554688,1539.5,2481.64990234375,654.0,1564.5999755859375,203.75,1516.449951171875,1947.575439453125,432.8500061035156,3274.949951171875
2021-07-08,515.6192626953125,1520.449951171875,2447.550048828125,641.9000244140625,1560.75,202.0,1500.699951171875,1931.4691162109375,424.45001220703125,3258.5
2021-07-09,526.367431640625,1502.0,2451.449951171875,638.5499877929688,1562.9000244140625,201.35000610351562,1499.5999755859375,1911.7169189453125,423.75,3208.14990234375
2021-07-12,519.8890991210938,1487.0,2444.14990234375,646.25,1547.8499755859375,201.10000610351562,1500.75,1923.6236572265625,427.45001220703125,3193.10009765625
2021-07-13,520.28173828125,1501.8499755859375,2436.699951171875,664.9500122070312,1544.949951171875,201.85000610351562,1513.5999755859375,1938.0224609375,429.1000061035156,3187.550048828125
2021-07-14,520.28173828125,1499.1500244140625,2414.85009765625,664.3499755859375,1576.9000244140625,204.10000610351562,1544.699951171875,1925.3773193359375,431.04998779296875,3214.550048828125
2021-07-15,515.7664794921875,1520.699951171875,2412.35009765625,667.4500122070312,1580.800048828125,206.25,1609.3499755859375,1922.0084228515625,431.70001220703125,3202.949951171875
2021-07-16,531.1771240234375,1522.3499755859375,2417.39990234375,660.2999877929688,1555.449951171875,207.89999389648438,1618.75,1949.7445068359375,430.0,3194.800048828125
2021-07-19,528.5269165039062,1471.0,2408.64990234375,655.9000244140625,1541.699951171875,207.75,1609.5999755859375,1937.3302001953125,427.8999938964844,3184.60009765625
2021-07-20,516.0609741210938,1443.1500244140625,2434.89990234375,641.9000244140625,1550.050048828125,206.8000030517578,1590.3499755859375,1932.57666015625,420.8999938964844,3205.800048828125
2021-07-22,536.6248779296875,1448.699951171875,2378.14990234375,655.9500122070312,1590.199951171875,207.0,1642.1500244140625,1957.4053955078125,422.04998779296875,3216.35009765625
2021-07-23,538.1953735351562,1442.75,2358.10009765625,676.6500244140625,1590.449951171875,212.39999389648438,1611.75,1943.5604248046875,428.8999938964844,3212.85009765625
2021-07-26,534.023681640625,1434.550048828125,2348.699951171875,676.75,1603.9000244140625,211.14999389648438,1597.5999755859375,1916.931884765625,423.29998779296875,3197.550048828125
2021-07-27,530.5881958007812,1439.75,2342.39990234375,677.4500122070312,1602.550048828125,208.64999389648438,1608.25,1896.7642822265625,429.95001220703125,3182.949951171875
2021-07-28,557.4341430664062,1417.300048828125,2361.39990234375,685.0499877929688,1605.5999755859375,209.10000610351562,1594.199951171875,1880.473388671875,425.5,3197.800048828125
2021-07-29,556.697998046875,1418.25,2334.75,687.5,1617.0,206.0500030517578,1596.0,1895.1490478515625,441.54998779296875,3195.800048828125
2021-07-30,551.2993774414062,1426.449951171875,2333.300048828125,682.5,1610.5,204.9499969482422,1601.449951171875,1878.581298828125,431.79998779296875,3167.449951171875
2021-08-02,554.73486328125,1422.6500244140625,2332.800048828125,681.4000244140625,1631.550048828125,207.3000030517578,1613.949951171875,1912.9168701171875,434.8999938964844,3219.39990234375
2021-08-03,569.5075073242188,1434.699951171875,2386.85009765625,690.4000244140625,1655.199951171875,209.89999389648438,1634.3499755859375,1926.9925537109375,446.5,3284.89990234375
2021-08-04,563.8143920898438,1465.300048828125,2377.10009765625,714.6500244140625,1649.25,208.60000610351562,1623.199951171875,1941.7606201171875,456.95001220703125,3273.949951171875
2021-08-05,587.6665649414062,1484.8499755859375,2357.699951171875,702.4500122070312,1653.550048828125,215.25,1627.4000244140625,1969.912109375,441.8500061035156,3283.949951171875
2021-08-06,596.697021484375,1492.6500244140625,2371.5,697.6500244140625,1650.199951171875,214.25,1610.3499755859375,1928.1925048828125,435.6499938964844,3309.800048828125
2021-08-09,588.2064208984375,1503.9000244140625,2384.5,702.8499755859375,1663.300048828125,213.8000030517578,1597.449951171875,1917.208740234375,433.3999938964844,3322.699951171875
2021-08-10,610.7334594726562,1507.6500244140625,2381.800048828125,700.9000244140625,1677.25,209.85000610351562,1588.449951171875,1927.26953125,426.45001220703125,3333.89990234375
2021-08-11,609.4083862304688,1494.949951171875,2390.449951171875,693.5499877929688,1677.550048828125,208.64999389648438,1583.300048828125,1954.2672119140625,428.04998779296875,3344.199951171875
2021-08-12,611.6659545898438,1501.4000244140625,2392.300048828125,701.3499755859375,1689.5999755859375,208.89999389648438,1623.449951171875,1947.9908447265625,427.1499938964844,3351.75
2021-08-13,625.309814453125,1526.199951171875,2404.5,704.7999877929688,1712.199951171875,211.4499969482422,1668.4000244140625,1980.4342041015625,431.20001220703125,3463.39990234375
2021-08-16,622.3651123046875,1530.5999755859375,2426.39990234375,702.6500244140625,1704.4000244140625,210.89999389648438,1656.0999755859375,2006.1397705078125,424.8500061035156,3472.949951171875
2021-08-17,614.8070068359375,1514.6500244140625,2483.800048828125,701.2000122070312,1741.6500244140625,209.1999969482422,1638.75,1997.60205078125,421.5,3553.050048828125
2021-08-18,611.4696655273438,1513.0,2486.050048828125,688.2999877929688,1733.449951171875,208.9499969482422,1632.8499755859375,2005.355224609375,419.70001220703125,3560.550048828125
2021-08-20,602.39013671875,1514.75,2619.39990234375,680.7000122070312,1732.949951171875,208.89999389648438,1593.5999755859375,1982.8341064453125,406.70001220703125,3559.5
2021-08-23,611.1751708984375,1524.5999755859375,2634.14990234375,682.7000122070312,1738.75,206.3000030517578,1580.75,1995.848388671875,409.5,3637.39990234375
2021-08-24,608.6721801757812,1558.8499755859375,2633.0,694.4500122070312,1720.8499755859375,205.75,1605.800048828125,2015.554443359375,417.6000061035156,3613.199951171875
2021-08-25,601.1631469726562,1557.4000244140625,2645.0,691.0499877929688,1735.550048828125,206.39999389648438,1593.800048828125,2032.9990234375,416.25,3659.0
2021-08-26,576.0840454101562,1554.800048828125,2666.39990234375,698.7999877929688,1727.699951171875,204.60000610351562,1595.75,2058.70458984375,410.75,3671.85009765625
2021-08-27,584.1820068359375,1548.449951171875,2677.949951171875,699.75,1708.800048828125,205.89999389648438,1638.0999755859375,2055.889404296875,412.45001220703125,3720.14990234375
2021-08-30,609.0157470703125,1568.25,2687.699951171875,713.6500244140625,1698.050048828125,208.0,1660.0999755859375,2095.43994140625,422.70001220703125,3701.300048828125
2021-08-31,651.8121948242188,1581.4000244140625,2724.10009765625,719.0499877929688,1706.449951171875,211.3000030517578,1672.199951171875,2084.271728515625,426.04998779296875,3786.449951171875
2021-09-01,654.118896484375,1579.0999755859375,2732.89990234375,719.9000244140625,1677.75,209.5,1686.4000244140625,2092.532470703125,429.8999938964844,3714.949951171875
2021-09-02,654.2171020507812,1589.0,2801.050048828125,725.1500244140625,1689.0999755859375,209.75,1686.199951171875,2117.73046875,429.75,3836.75
2021-09-03,646.3154296875,1576.050048828125,2766.699951171875,724.2999877929688,1700.6500244140625,210.60000610351562,1691.5,2204.584716796875,431.3999938964844,3842.050048828125
2021-09-06,642.536376953125,1565.699951171875,2780.60009765625,721.1500244140625,1730.4000244140625,209.3000030517578,1694.199951171875,2238.828125,431.04998779296875,3852.0
2021-09-07,658.1924438476562,1569.25,2777.699951171875,716.9000244140625,1706.6500244140625,211.75,1681.699951171875,2252.949951171875,429.1000061035156,3815.89990234375
2021-09-08,655.5421752929688,1576.4000244140625,2800.89990234375,720.9500122070312,1693.25,211.25,1666.550048828125,2244.13525390625,431.3500061035156,3774.14990234375
2021-09-09,673.5049438476562,1568.5999755859375,2810.64990234375,720.25,1691.5999755859375,212.64999389648438,1670.050048828125,2238.828125,432.29998779296875,3791.39990234375
2021-09-13,680.523193359375,1555.550048828125,2786.35009765625,707.4000244140625,1691.9000244140625,214.14999389648438,1671.699951171875,2188.93994140625,432.8500061035156,3845.35009765625
2021-09-14,681.4066162109375,1548.550048828125,2762.550048828125,707.4500122070312,1686.1500244140625,216.10000610351562,1696.449951171875,2186.07861328125,433.0,3885.89990234375
2021-09-15,712.1297607421875,1546.800048828125,2775.449951171875,714.3499755859375,1711.449951171875,216.0,1717.0,2195.170166015625,443.8500061035156,3954.550048828125
2021-09-16,705.35693359375,1559.949951171875,2768.25,727.2000122070312,1702.25,230.75,1721.25,2241.227783203125,463.70001220703125,3903.300048828125
2021-09-17,714.7308959960938,1582.1500244140625,2722.25,720.1500244140625,1691.300048828125,231.14999389648438,1716.199951171875,2206.476806640625,454.1000061035156,3827.85009765625
2021-09-20,711.5899047851562,1559.8499755859375,2800.35009765625,710.0,1687.8499755859375,233.75,1704.3499755859375,2209.984375,437.45001220703125,3823.5
2021-09-21,713.258544921875,1551.949951171875,2812.449951171875,711.8499755859375,1718.449951171875,241.5,1720.9000244140625,2219.537353515625,438.79998779296875,3862.949951171875
2021-09-22,713.3567504882812,1533.699951171875,2784.5,703.3499755859375,1716.9000244140625,243.5,1710.9000244140625,2243.350830078125,438.8500061035156,3862.14990234375
2021-09-23,713.4058227539062,1570.0,2782.300048828125,717.0,1742.550048828125,242.5,1769.699951171875,2298.177001953125,449.79998779296875,3869.25
2021-09-24,725.7736206054688,1601.550048828125,2746.64990234375,722.9500122070312,1763.8499755859375,238.4499969482422,1768.75,2291.53125,440.75,3871.300048828125
2021-09-27,722.5499877929688,1625.0999755859375,2709.5,730.0,1721.1500244140625,238.6999969482422,1739.5999755859375,2330.066650390625,446.6000061035156,3836.949951171875
2021-09-28,696.1500244140625,1615.050048828125,2723.85009765625,717.1500244140625,1687.0999755859375,237.75,1737.1500244140625,2351.849365234375,444.8999938964844,3779.14990234375
2021-09-29,694.0999755859375,1593.8499755859375,2685.300048828125,709.5,1692.25,238.10000610351562,1721.0,2333.204833984375,460.0,3791.89990234375
2021-09-30,688.2999877929688,1594.949951171875,2701.800048828125,700.8499755859375,1675.199951171875,236.14999389648438,1702.949951171875,2325.266845703125,453.0,3775.550048828125
2021-10-01,675.9000244140625,1582.699951171875,2704.050048828125,692.3499755859375,1665.1500244140625,235.35000610351562,1696.9000244140625,2329.374267578125,451.6499938964844,3730.199951171875
2021-10-04,681.4000244140625,1585.75,2686.199951171875,700.2000122070312,1678.75,236.60000610351562,1715.25,2359.32568359375,463.1499938964844,3773.300048828125
